id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity,address,holiday_date,description,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
12780,2010-10-23,14:03,第27節,第1日,磐田,浦和,エコパスタジアム,晴,20.9,45.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/静岡放送,18301.0,51697,静岡県袋井市愛野2300-1,,,8 ジウシーニョ FW,18 前田 遼一 FW,28 船谷 圭祐 MF,11 西 紀寛 MF,3 岡田 隆 MF,6 那須 大亮 MF,20 山本 脩斗 DF,13 イ ガンジン DF,50 古賀 正紘 DF,23 山本 康裕 DF,1 川口 能活 GK,2,1,1 山岸 範宏 GK,14 平川 忠亮 DF,6 山田 暢久 DF,2 坪井 慶介 DF,35 宇賀神 友弥 DF,3 細貝 萌 MF,8 柏木 陽介 MF,24 原口 元気 MF,33 高橋 峻希 MF,15 エスクデロ セルヒオ FW,17 エジミウソン FW
12781,2010-10-23,17:04,第27節,第1日,C大阪,仙台,キンチョウスタジアム,晴,22.3,52.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,9441.0,17892,大阪府大阪市東住吉区長居公園1-1,,,9 アドリアーノ FW,14 家長 昭博 MF,13 清武 弘嗣 MF,7 乾 貴士 MF,10 マルチネス MF,6 アマラウ MF,28 丸橋 祐介 DF,22 上本 大海 DF,3 茂庭 照幸 DF,20 高橋 大輔 DF,1 松井 謙弥 GK,0,0,16 林 卓人 GK,25 菅井 直樹 DF,6 エリゼウ DF,2 鎌田 次郎 DF,27 朴 柱成 DF,17 富田 晋伍 MF,31 斉藤 大介 MF,11 関口 訓充 MF,20 フェルナンジーニョ MF,10 梁 勇基 MF,24 赤嶺 真吾 FW
12782,2010-10-23,19:04,第27節,第1日,神戸,名古屋,ホームズスタジアム神戸,晴,21.6,55.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,15276.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,,,11 ポポ FW,31 小川 慶治朗 FW,10 ボッティ MF,18 田中 英雄 MF,6 エジミウソン MF,24 三原 雅俊 MF,21 茂木 弘人 DF,4 北本 久仁衛 DF,2 小林 久晃 DF,25 石櫃 洋祐 DF,30 徳重 健太 GK,1,2,1 楢﨑 正剛 GK,32 田中 隼磨 DF,4 田中 マルクス闘莉王 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,10 小川 佳純 MF,20 ダニルソン MF,8 マギヌン MF,25 金崎 夢生 FW,16 ケネディ FW,11 玉田 圭司 FW
12783,2010-10-24,16:04,第27節,第2日,鹿島,横浜FM,県立カシマサッカースタジアム,曇のち雨,17.4,75.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,22973.0,37496,茨城県鹿嶋市神向寺後山26-2,,,13 興梠 慎三 FW,10 本山 雅志 FW,11 フェリペ ガブリエル MF,8 野沢 拓也 MF,40 小笠原 満男 MF,6 中田 浩二 MF,5 ジウトン DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,7 新井場 徹 DF,21 曽ヶ端 準 GK,2,0,21 飯倉 大樹 GK,35 天野 貴史 DF,4 栗原 勇蔵 DF,3 松田 直樹 DF,5 田中 裕介 DF,25 中村 俊輔 MF,6 河合 竜二 MF,30 小椋 祥平 MF,7 兵藤 慎剛 MF,10 山瀬 功治 FW,40 小野 裕二 FW
12784,2010-10-24,16:00,第27節,第2日,大宮,川崎F,NACK5スタジアム大宮,曇のち雨,19.3,55.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10740.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,10 ラファエル FW,16 李 天秀 FW,22 金久保 順 MF,11 藤本 主税 MF,6 青木 拓矢 MF,23 金澤 慎 MF,24 鈴木 規郎 DF,14 坪内 秀介 DF,4 深谷 友基 DF,26 村上 和弘 DF,1 北野 貴之 GK,2,2,21 相澤 貴志 GK,19 森 勇介 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,8 小宮山 尊信 DF,20 稲本 潤一 MF,14 中村 憲剛 MF,6 田坂 祐介 MF,11 ヴィトール ジュニオール MF,15 矢島 卓郎 FW,7 黒津 勝 FW
12785,2010-10-24,13:05,第27節,第2日,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,曇,20.7,65.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/NHK京都/KBS京都(録)/NHK大阪,12151.0,20588,京都府京都市右京区西京極新明町29,,,13 柳沢 敦 FW,10 ディエゴ FW,9 ドゥトラ MF,16 安藤 淳 MF,6 染谷 悠太 MF,15 中山 博貴 MF,19 森下 俊 DF,4 水本 裕貴 DF,24 増嶋 竜也 DF,22 渡邉 大剛 DF,29 守田 達弥 GK,1,2,1 藤ヶ谷 陽介 GK,21 加地 亮 DF,4 高木 和道 DF,5 山口 智 DF,13 安田 理大 DF,23 武井 択也 MF,27 橋本 英郎 MF,7 遠藤 保仁 MF,33 宇佐美 貴史 MF,14 平井 将生 FW,22 イ グノ FW
12786,2010-10-24,13:04,第27節,第2日,広島,湘南,広島ビッグアーチ,雨,18.3,89.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,11127.0,36894,広島県広島市安佐南区大塚西5丁目1−1,,,9 李 忠成 FW,13 髙柳 一誠 MF,15 髙萩 洋次郎 MF,16 山岸 智 MF,7 森﨑 浩司 MF,8 森﨑 和幸 MF,24 森脇 良太 MF,5 槙野 智章 DF,35 中島 浩司 DF,22 横竹 翔 DF,21 西川 周作 GK,3,0,39 都築 龍太 GK,5 臼井 幸平 DF,6 村松 大輔 DF,4 山口 貴弘 DF,30 島村 毅 DF,7 寺川 能人 MF,15 ハン グギョン MF,8 坂本 紘司 MF,40 エメルソン MF,11 阿部 吉朗 FW,18 新居 辰基 FW
12787,2010-10-30,13:04,第28節,第1日,仙台,京都,ユアテックスタジアム仙台,曇,12.5,58.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/東日本放送,12663.0,19694,宮城県仙台市泉区七北田字柳78,,,24 赤嶺 真吾 FW,10 梁 勇基 MF,20 フェルナンジーニョ MF,11 関口 訓充 MF,31 斉藤 大介 MF,17 富田 晋伍 MF,27 朴 柱成 DF,2 鎌田 次郎 DF,6 エリゼウ DF,25 菅井 直樹 DF,16 林 卓人 GK,1,0,29 守田 達弥 GK,22 渡邉 大剛 DF,24 増嶋 竜也 DF,4 水本 裕貴 DF,19 森下 俊 DF,15 中山 博貴 MF,16 安藤 淳 MF,6 染谷 悠太 MF,17 中村 太亮 MF,10 ディエゴ FW,13 柳沢 敦 FW
12788,2010-10-30,15:04,第28節,第1日,浦和,山形,埼玉スタジアム2002,雨,13.1,78.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS/テレ玉(録),21625.0,62010,埼玉県さいたま市緑区美園2丁目1,,,17 エジミウソン FW,15 エスクデロ セルヒオ FW,35 宇賀神 友弥 MF,24 原口 元気 MF,8 柏木 陽介 MF,3 細貝 萌 MF,5 サヌ DF,2 坪井 慶介 DF,6 山田 暢久 DF,14 平川 忠亮 DF,1 山岸 範宏 GK,0,1,1 清水 健太 GK,2 小林 亮 DF,32 前田 和哉 DF,3 石井 秀典 DF,13 石川 竜也 DF,14 宮本 卓也 MF,17 佐藤 健太郎 MF,5 下村 東美 MF,11 北村 知隆 FW,15 長谷川 悠 FW,7 宮沢 克行 FW
12789,2010-10-30,15:05,第28節,第1日,川崎F,磐田,等々力陸上競技場,雨,12.4,87.0,スカパー・e2(TBSチャンネル)/BS-TBS,7348.0,26827,神奈川県川崎市中原区等々力1-1,,,24 小林 悠 FW,15 矢島 卓郎 FW,11 ヴィトール ジュニオール MF,16 楠神 順平 MF,14 中村 憲剛 MF,18 横山 知伸 MF,8 小宮山 尊信 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,6 田坂 祐介 DF,21 相澤 貴志 GK,1,1,1 川口 能活 GK,23 山本 康裕 DF,50 古賀 正紘 DF,13 イ ガンジン DF,20 山本 脩斗 DF,6 那須 大亮 MF,3 岡田 隆 MF,11 西 紀寛 MF,28 船谷 圭祐 MF,8 ジウシーニョ FW,18 前田 遼一 FW
12790,2010-10-30,13:04,第28節,第1日,清水,FC東京,アウトソーシングスタジアム日本平,雨,15.0,82.0,スカパー・e2(J sports Plus)/テレビ静岡,7117.0,20248,静岡県静岡市清水区村松3880−1,,,10 藤本 淳吾 FW,18 ヨンセン FW,8 枝村 匠馬 FW,30 小野 伸二 MF,16 本田 拓也 MF,13 兵働 昭弘 MF,4 太田 宏介 DF,5 岩下 敬輔 DF,27 廣井 友信 DF,25 市川 大祐 DF,21 西部 洋平 GK,1,2,20 権田 修一 GK,33 椋原 健太 DF,3 森重 真人 DF,6 今野 泰幸 DF,14 中村 北斗 DF,7 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,39 大黒 将志 FW,13 平山 相太 FW
12791,2010-10-30,13:03,第28節,第1日,名古屋,C大阪,豊田スタジアム,曇,17.3,75.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,24061.0,41255,愛知県豊田市千石町7-2,,,11 玉田 圭司 FW,16 ケネディ FW,10 小川 佳純 FW,8 マギヌン MF,20 ダニルソン MF,7 中村 直志 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,3 千代反田 充 DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,1,0,1 松井 謙弥 GK,20 高橋 大輔 DF,3 茂庭 照幸 DF,22 上本 大海 DF,28 丸橋 祐介 DF,2 羽田 憲司 MF,6 アマラウ MF,7 乾 貴士 MF,13 清武 弘嗣 MF,14 家長 昭博 MF,9 アドリアーノ FW
12792,2010-10-30,16:03,第28節,第1日,G大阪,神戸,万博記念競技場,曇,17.6,66.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,12399.0,21000,大阪府吹田市千里万博公園5-2,,,22 イ グノ FW,14 平井 将生 FW,33 宇佐美 貴史 MF,8 佐々木 勇人 MF,7 遠藤 保仁 MF,27 橋本 英郎 MF,13 安田 理大 DF,4 高木 和道 DF,2 中澤 聡太 DF,21 加地 亮 DF,1 藤ヶ谷 陽介 GK,2,4,30 徳重 健太 GK,25 石櫃 洋祐 DF,5 河本 裕之 DF,4 北本 久仁衛 DF,21 茂木 弘人 DF,18 田中 英雄 MF,24 三原 雅俊 MF,7 朴 康造 MF,10 ボッティ MF,31 小川 慶治朗 MF,17 吉田 孝行 FW
12793,2010-10-31,15:05,第28節,第2日,横浜FM,広島,ニッパツ三ツ沢球技場,曇,17.7,75.0,スカパー・e2(TBSチャンネル),12568.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1,,,10 山瀬 功治 FW,40 小野 裕二 FW,25 中村 俊輔 MF,7 兵藤 慎剛 MF,3 松田 直樹 MF,18 清水 範久 MF,5 田中 裕介 DF,30 小椋 祥平 DF,4 栗原 勇蔵 DF,32 波戸 康広 DF,21 飯倉 大樹 GK,2,1,21 西川 周作 GK,22 横竹 翔 DF,35 中島 浩司 DF,5 槙野 智章 DF,24 森脇 良太 MF,8 森﨑 和幸 MF,7 森﨑 浩司 MF,16 山岸 智 MF,15 髙萩 洋次郎 MF,13 髙柳 一誠 MF,9 李 忠成 FW
12794,2010-10-31,17:03,第28節,第2日,新潟,鹿島,東北電力ビッグスワンスタジアム,曇一時雨,19.6,57.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,30130.0,41684,新潟県新潟市中央区清五郎67-12,,,8 ミシェウ FW,16 大島 秀夫 FW,9 曺 永哲 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,32 小林 慶行 MF,24 酒井 高徳 DF,6 永田 充 DF,3 千葉 和彦 DF,22 西 大伍 DF,21 東口 順昭 GK,2,1,21 曽ヶ端 準 GK,7 新井場 徹 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,5 ジウトン DF,6 中田 浩二 MF,40 小笠原 満男 MF,11 フェリペ ガブリエル MF,10 本山 雅志 MF,13 興梠 慎三 FW,18 マルキーニョス FW
12795,2010-11-10,19:03,第28節,第3日,湘南,大宮,平塚競技場,晴,14.0,37.0,スカパースカチャン/e2スカチャン,6032.0,15732,神奈川県平塚市大原1−1,,,36 三平 和司 FW,9 田原 豊 FW,40 エメルソン MF,8 坂本 紘司 MF,33 遠藤 航 MF,2 田村 雄三 MF,26 古林 将太 DF,4 山口 貴弘 DF,6 村松 大輔 DF,5 臼井 幸平 DF,39 都築 龍太 GK,1,3,1 北野 貴之 GK,26 村上 和弘 DF,4 深谷 友基 DF,14 坪内 秀介 DF,24 鈴木 規郎 DF,23 金澤 慎 MF,18 李 浩 MF,11 藤本 主税 MF,22 金久保 順 MF,16 李 天秀 FW,10 ラファエル FW
12796,2010-11-06,17:00,第29節,第1日,大宮,山形,NACK5スタジアム大宮,晴,15.4,59.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,8457.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,10 ラファエル FW,16 李 天秀 FW,22 金久保 順 MF,11 藤本 主税 MF,18 李 浩 MF,23 金澤 慎 MF,24 鈴木 規郎 DF,14 坪内 秀介 DF,4 深谷 友基 DF,26 村上 和弘 DF,1 北野 貴之 GK,2,1,1 清水 健太 GK,2 小林 亮 DF,32 前田 和哉 DF,3 石井 秀典 DF,13 石川 竜也 DF,14 宮本 卓也 MF,17 佐藤 健太郎 MF,8 増田 誓志 MF,11 北村 知隆 FW,15 長谷川 悠 FW,7 宮沢 克行 FW
12797,2010-11-06,15:06,第29節,第1日,FC東京,G大阪,味の素スタジアム,晴,18.5,41.0,スカパー・e2(TBSチャンネル)/BS-TBS/TOKYO MX,27816.0,48999,東京都調布市西町376-3,,,13 平山 相太 FW,39 大黒 将志 FW,22 羽生 直剛 MF,18 石川 直宏 MF,7 米本 拓司 MF,2 徳永 悠平 MF,14 中村 北斗 DF,6 今野 泰幸 DF,3 森重 真人 DF,33 椋原 健太 DF,20 権田 修一 GK,1,1,1 藤ヶ谷 陽介 GK,21 加地 亮 DF,2 中澤 聡太 DF,4 高木 和道 DF,13 安田 理大 DF,27 橋本 英郎 MF,17 明神 智和 MF,7 遠藤 保仁 MF,10 二川 孝広 MF,14 平井 将生 FW,22 イ グノ FW
12798,2010-11-06,14:03,第29節,第1日,湘南,横浜FM,平塚競技場,晴,19.9,44.0,スカパー・e2(J sports Plus),12181.0,15732,神奈川県平塚市大原1−1,,,11 阿部 吉朗 FW,36 三平 和司 FW,40 エメルソン FW,8 坂本 紘司 MF,7 寺川 能人 MF,2 田村 雄三 MF,13 鈴木 伸貴 DF,4 山口 貴弘 DF,6 村松 大輔 DF,5 臼井 幸平 DF,39 都築 龍太 GK,1,4,21 飯倉 大樹 GK,32 波戸 康広 DF,4 栗原 勇蔵 DF,22 中澤 佑二 DF,5 田中 裕介 DF,18 清水 範久 MF,3 松田 直樹 MF,7 兵藤 慎剛 MF,25 中村 俊輔 MF,40 小野 裕二 FW,10 山瀬 功治 FW
12799,2010-11-06,15:34,第29節,第1日,磐田,新潟,ヤマハスタジアム(磐田),晴,17.6,43.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,7596.0,15165,静岡県磐田市新貝2500,,,18 前田 遼一 FW,8 ジウシーニョ FW,10 成岡 翔 MF,23 山本 康裕 MF,3 岡田 隆 MF,6 那須 大亮 MF,16 金沢 浄 DF,4 大井 健太郎 DF,50 古賀 正紘 DF,20 山本 脩斗 DF,1 川口 能活 GK,1,1,21 東口 順昭 GK,22 西 大伍 DF,3 千葉 和彦 DF,6 永田 充 DF,24 酒井 高徳 DF,32 小林 慶行 MF,15 本間 勲 MF,13 木暮 郁哉 MF,14 三門 雄大 MF,16 大島 秀夫 FW,8 ミシェウ FW
12800,2010-11-06,17:04,第29節,第1日,京都,川崎F,京都市西京極総合運動公園陸上競技場兼球技場,晴,15.3,58.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/KBS京都(録),11927.0,20588,京都府京都市右京区西京極新明町29,,,2 西野 泰正 FW,10 ディエゴ FW,9 ドゥトラ MF,16 安藤 淳 MF,6 染谷 悠太 MF,15 中山 博貴 MF,19 森下 俊 DF,4 水本 裕貴 DF,5 郭 泰輝 DF,22 渡邉 大剛 DF,29 守田 達弥 GK,3,4,21 相澤 貴志 GK,19 森 勇介 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,8 小宮山 尊信 DF,20 稲本 潤一 MF,14 中村 憲剛 MF,6 田坂 祐介 MF,11 ヴィトール ジュニオール MF,10 ジュニーニョ FW,15 矢島 卓郎 FW
12801,2010-11-06,14:04,第29節,第1日,C大阪,清水,キンチョウスタジアム,晴,22.0,32.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/BS,10877.0,17892,大阪府大阪市東住吉区長居公園1-1,,,15 小松 塁 FW,14 家長 昭博 MF,13 清武 弘嗣 MF,7 乾 貴士 MF,10 マルチネス MF,6 アマラウ MF,28 丸橋 祐介 DF,22 上本 大海 DF,3 茂庭 照幸 DF,20 高橋 大輔 DF,1 松井 謙弥 GK,1,0,21 西部 洋平 GK,25 市川 大祐 DF,26 平岡 康裕 DF,33 ボスナー DF,4 太田 宏介 DF,13 兵働 昭弘 MF,16 本田 拓也 MF,17 山本 真希 MF,23 岡崎 慎司 FW,18 ヨンセン FW,10 藤本 淳吾 FW
12802,2010-11-06,14:04,第29節,第1日,神戸,仙台,ホームズスタジアム神戸,晴,18.1,35.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK神戸/NHK仙台,12052.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,,,11 ポポ FW,17 吉田 孝行 FW,31 小川 慶治朗 FW,7 朴 康造 MF,18 田中 英雄 MF,24 三原 雅俊 MF,21 茂木 弘人 DF,5 河本 裕之 DF,4 北本 久仁衛 DF,25 石櫃 洋祐 DF,30 徳重 健太 GK,2,0,16 林 卓人 GK,25 菅井 直樹 DF,6 エリゼウ DF,2 鎌田 次郎 DF,27 朴 柱成 DF,31 斉藤 大介 MF,7 千葉 直樹 MF,18 高橋 義希 MF,20 フェルナンジーニョ MF,10 梁 勇基 MF,24 赤嶺 真吾 FW
12803,2010-11-07,16:05,第29節,第2日,鹿島,名古屋,県立カシマサッカースタジアム,晴,16.8,73.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,27969.0,37496,茨城県鹿嶋市神向寺後山26-2,,,18 マルキーニョス FW,13 興梠 慎三 FW,11 フェリペ ガブリエル MF,8 野沢 拓也 MF,40 小笠原 満男 MF,6 中田 浩二 MF,5 ジウトン DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,7 新井場 徹 DF,21 曽ヶ端 準 GK,1,0,1 楢﨑 正剛 GK,32 田中 隼磨 DF,3 千代反田 充 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,7 中村 直志 MF,20 ダニルソン MF,8 マギヌン MF,10 小川 佳純 FW,16 ケネディ FW,11 玉田 圭司 FW
12804,2010-11-07,13:05,第29節,第2日,広島,浦和,広島ビッグアーチ,曇,15.8,85.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,21725.0,36894,広島県広島市安佐南区大塚西5丁目1−1,,,9 李 忠成 FW,13 髙柳 一誠 MF,15 髙萩 洋次郎 MF,16 山岸 智 MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,14 ミキッチ MF,5 槙野 智章 DF,35 中島 浩司 DF,24 森脇 良太 DF,21 西川 周作 GK,2,1,1 山岸 範宏 GK,31 岡本 拓也 DF,20 堀之内 聖 DF,2 坪井 慶介 DF,14 平川 忠亮 DF,3 細貝 萌 MF,8 柏木 陽介 MF,24 原口 元気 MF,33 高橋 峻希 MF,5 サヌ FW,17 エジミウソン FW
12805,2010-11-14,17:04,第30節,第1日,仙台,磐田,ユアテックスタジアム仙台,曇,14.7,59.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,13675.0,19694,宮城県仙台市泉区七北田字柳78,,,24 赤嶺 真吾 FW,9 中原 貴之 FW,10 梁 勇基 MF,15 太田 吉彰 MF,31 斉藤 大介 MF,8 永井 篤志 MF,27 朴 柱成 DF,2 鎌田 次郎 DF,3 渡辺 広大 DF,25 菅井 直樹 DF,16 林 卓人 GK,3,0,1 川口 能活 GK,23 山本 康裕 DF,50 古賀 正紘 DF,4 大井 健太郎 DF,20 山本 脩斗 DF,6 那須 大亮 MF,27 上田 康太 MF,11 西 紀寛 MF,28 船谷 圭祐 MF,8 ジウシーニョ FW,18 前田 遼一 FW
12806,2010-11-14,17:04,第30節,第1日,山形,C大阪,NDソフトスタジアム山形,曇,11.5,84.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,7712.0,20784,山形県天童市山王1−1,,,7 宮沢 克行 FW,15 長谷川 悠 FW,11 北村 知隆 FW,8 増田 誓志 MF,17 佐藤 健太郎 MF,5 下村 東美 MF,13 石川 竜也 DF,3 石井 秀典 DF,32 前田 和哉 DF,2 小林 亮 DF,1 清水 健太 GK,3,3,21 キム ジンヒョン GK,17 酒本 憲幸 DF,3 茂庭 照幸 DF,22 上本 大海 DF,28 丸橋 祐介 DF,2 羽田 憲司 MF,6 アマラウ MF,7 乾 貴士 MF,13 清武 弘嗣 MF,14 家長 昭博 MF,9 アドリアーノ FW
12807,2010-11-14,14:04,第30節,第1日,浦和,京都,埼玉スタジアム2002,曇,18.4,53.0,スカパー・e2(TBSチャンネル)/BS-TBS/テレ玉,32398.0,62010,埼玉県さいたま市緑区美園2丁目1,,,17 エジミウソン FW,5 サヌ FW,33 高橋 峻希 MF,24 原口 元気 MF,8 柏木 陽介 MF,13 鈴木 啓太 MF,35 宇賀神 友弥 DF,2 坪井 慶介 DF,6 山田 暢久 DF,31 岡本 拓也 DF,1 山岸 範宏 GK,2,0,29 守田 達弥 GK,22 渡邉 大剛 DF,5 郭 泰輝 DF,4 水本 裕貴 DF,19 森下 俊 DF,15 中山 博貴 MF,6 染谷 悠太 MF,16 安藤 淳 MF,9 ドゥトラ MF,10 ディエゴ FW,13 柳沢 敦 FW
12808,2010-11-14,14:04,第30節,第1日,川崎F,鹿島,等々力陸上競技場,曇,18.0,54.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,19693.0,26827,神奈川県川崎市中原区等々力1-1,,,15 矢島 卓郎 FW,10 ジュニーニョ FW,11 ヴィトール ジュニオール MF,16 楠神 順平 MF,14 中村 憲剛 MF,20 稲本 潤一 MF,2 伊藤 宏樹 DF,17 菊地 光将 DF,4 井川 祐輔 DF,19 森 勇介 DF,21 相澤 貴志 GK,1,2,21 曽ヶ端 準 GK,7 新井場 徹 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,5 ジウトン DF,6 中田 浩二 MF,40 小笠原 満男 MF,8 野沢 拓也 MF,10 本山 雅志 MF,25 遠藤 康 MF,18 マルキーニョス FW
12809,2010-11-14,14:03,第30節,第1日,横浜FM,FC東京,日産スタジアム,曇,17.9,59.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,29670.0,72081,神奈川県横浜市港北区小机町3300,,,10 山瀬 功治 FW,40 小野 裕二 FW,25 中村 俊輔 MF,7 兵藤 慎剛 MF,3 松田 直樹 MF,18 清水 範久 MF,5 田中 裕介 DF,32 波戸 康広 DF,30 小椋 祥平 DF,35 天野 貴史 DF,21 飯倉 大樹 GK,1,2,20 権田 修一 GK,33 椋原 健太 DF,2 徳永 悠平 DF,6 今野 泰幸 DF,14 中村 北斗 DF,7 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,39 大黒 将志 FW,13 平山 相太 FW
12810,2010-11-14,19:33,第30節,第1日,新潟,神戸,東北電力ビッグスワンスタジアム,曇,15.6,64.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,19152.0,41684,新潟県新潟市中央区清五郎67-12,,,8 ミシェウ FW,16 大島 秀夫 FW,14 三門 雄大 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,32 小林 慶行 MF,24 酒井 高徳 DF,6 永田 充 DF,3 千葉 和彦 DF,22 西 大伍 DF,21 東口 順昭 GK,1,1,30 徳重 健太 GK,25 石櫃 洋祐 DF,4 北本 久仁衛 DF,5 河本 裕之 DF,21 茂木 弘人 DF,18 田中 英雄 MF,10 ボッティ MF,7 朴 康造 MF,31 小川 慶治朗 MF,17 吉田 孝行 FW,11 ポポ FW
12811,2010-11-14,14:04,第30節,第1日,清水,湘南,アウトソーシングスタジアム日本平,曇,18.1,68.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,16204.0,20248,静岡県静岡市清水区村松3880−1,,,10 藤本 淳吾 FW,18 ヨンセン FW,23 岡崎 慎司 FW,30 小野 伸二 MF,16 本田 拓也 MF,13 兵働 昭弘 MF,4 太田 宏介 DF,33 ボスナー DF,26 平岡 康裕 DF,25 市川 大祐 DF,21 西部 洋平 GK,5,0,39 都築 龍太 GK,5 臼井 幸平 DF,4 山口 貴弘 DF,33 遠藤 航 DF,30 島村 毅 DF,2 田村 雄三 MF,40 エメルソン MF,8 坂本 紘司 MF,11 阿部 吉朗 FW,9 田原 豊 FW,22 中村 祐也 FW
12812,2010-11-14,14:05,第30節,第1日,名古屋,大宮,名古屋市瑞穂陸上競技場,曇時々晴,18.3,54.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/名古屋テレビ(録),17489.0,20223,愛知県名古屋市瑞穂区山下通5-1,,,8 マギヌン FW,11 玉田 圭司 FW,10 小川 佳純 FW,9 ブルザノビッチ MF,20 ダニルソン MF,7 中村 直志 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,3 千代反田 充 DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,2,1,1 北野 貴之 GK,26 村上 和弘 DF,4 深谷 友基 DF,3 マト DF,24 鈴木 規郎 DF,23 金澤 慎 MF,18 李 浩 MF,11 藤本 主税 MF,16 李 天秀 MF,9 石原 直樹 FW,10 ラファエル FW
12813,2010-11-14,19:33,第30節,第1日,G大阪,広島,万博記念競技場,曇,16.9,72.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,15402.0,21000,大阪府吹田市千里万博公園5-2,,,33 宇佐美 貴史 FW,22 イ グノ FW,7 遠藤 保仁 MF,17 明神 智和 MF,27 橋本 英郎 MF,23 武井 択也 MF,13 安田 理大 DF,5 山口 智 DF,2 中澤 聡太 DF,21 加地 亮 DF,1 藤ヶ谷 陽介 GK,2,0,21 西川 周作 GK,24 森脇 良太 DF,35 中島 浩司 DF,5 槙野 智章 DF,14 ミキッチ MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,16 山岸 智 MF,15 髙萩 洋次郎 MF,33 山﨑 雅人 MF,9 李 忠成 FW
12814,2010-11-20,14:04,第31節,第1日,仙台,清水,ユアテックスタジアム仙台,晴,14.6,45.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,17050.0,19694,宮城県仙台市泉区七北田字柳78,,,24 赤嶺 真吾 FW,9 中原 貴之 FW,10 梁 勇基 MF,15 太田 吉彰 MF,31 斉藤 大介 MF,8 永井 篤志 MF,27 朴 柱成 DF,2 鎌田 次郎 DF,3 渡辺 広大 DF,25 菅井 直樹 DF,16 林 卓人 GK,1,3,21 西部 洋平 GK,15 辻尾 真二 DF,26 平岡 康裕 DF,5 岩下 敬輔 DF,2 児玉 新 DF,13 兵働 昭弘 MF,16 本田 拓也 MF,7 伊東 輝悦 MF,23 岡崎 慎司 FW,18 ヨンセン FW,10 藤本 淳吾 FW
